gene	SRR13943161	SRR13943160	SRR13943159	SRR13943158	SRR13943157	SRR13943156
LTR21A	5.133106700488499	5.500794495929329	5.744532083091006	4.936610295189631	4.962026000143204	4.823283737710024
LTR22	4.4219124760750494	4.396763699579236	4.403097828473785	4.411754031264187	4.477478809036822	3.868775657209485
LTR22A	4.4219124760750494	4.6968507618042254	4.403097828473785	4.411754031264187	3.868775657209485	3.868775657209485
LTR22B	3.868775657209485	4.243155253336441	3.868775657209485	3.868775657209485	3.868775657209485	3.868775657209485
LTR22B2	4.4219124760750494	4.396763699579236	4.24767172993372	3.868775657209485	4.221940654450629	3.868775657209485
LTR22E	3.868775657209485	4.243155253336441	3.868775657209485	3.868775657209485	3.868775657209485	4.2351764477080565
LTR27B	3.868775657209485	3.868775657209485	4.403097828473785	3.868775657209485	3.868775657209485	3.868775657209485
LTR2B	4.735629470923116	4.396763699579236	4.403097828473785	4.870365222425467	5.1508904250144685	5.103416938450519
LTR2C	4.646382292079893	3.868775657209485	4.24767172993372	4.411754031264187	4.477478809036822	4.2351764477080565
LTR30	4.544198895635249	4.243155253336441	3.868775657209485	3.868775657209485	4.569949114019689	3.868775657209485
LTR38B	4.261092595337727	3.868775657209485	3.868775657209485	3.868775657209485	3.868775657209485	3.868775657209485
LTR3A	4.646382292079893	4.611411209481542	4.403097828473785	4.411754031264187	3.868775657209485	4.3855708145448675
LTR3B	3.868775657209485	3.868775657209485	3.868775657209485	3.868775657209485	4.3669949690551615	3.868775657209485
LTR43_I	4.735629470923116	4.243155253336441	4.24767172993372	3.868775657209485	4.221940654450629	4.3855708145448675
LTR49	3.868775657209485	3.868775657209485	4.24767172993372	4.253845379092272	3.868775657209485	4.2351764477080565
LTR5_Hs	3.868775657209485	3.868775657209485	4.24767172993372	3.868775657209485	3.868775657209485	3.868775657209485
LTR56	3.868775657209485	3.868775657209485	3.868775657209485	4.411754031264187	3.868775657209485	3.868775657209485
LTR5A	4.815630139074567	4.611411209481542	4.521353027728854	4.253845379092272	4.7234579587380905	4.2351764477080565
LTR5B	4.735629470923116	4.396763699579236	4.403097828473785	4.531865539934313	4.7234579587380905	4.500059007617003
LTR61	3.868775657209485	3.868775657209485	4.24767172993372	3.868775657209485	3.868775657209485	3.868775657209485
LTR62	4.261092595337727	4.513658813383647	3.868775657209485	3.868775657209485	3.868775657209485	3.868775657209485
LTR66	4.646382292079893	4.396763699579236	4.403097828473785	3.868775657209485	4.221940654450629	4.500059007617003
LTR6A	4.4219124760750494	4.843431468234284	4.784117037488685	4.531865539934313	4.221940654450629	4.3855708145448675
LTR6B	4.544198895635249	3.868775657209485	4.24767172993372	3.868775657209485	3.868775657209485	3.868775657209485
LTR70	4.261092595337727	3.868775657209485	4.24767172993372	3.868775657209485	3.868775657209485	4.3855708145448675
LTR71B	4.4219124760750494	4.908037862319279	4.521353027728854	4.411754031264187	4.3669949690551615	4.500059007617003
LTR76	4.544198895635249	4.513658813383647	4.403097828473785	3.868775657209485	4.477478809036822	4.823283737710024
LTR7B	4.544198895635249	3.868775657209485	4.521353027728854	4.411754031264187	4.221940654450629	4.2351764477080565
LTR7C	3.868775657209485	3.868775657209485	3.868775657209485	3.868775657209485	4.221940654450629	3.868775657209485
LTR7Y	3.868775657209485	4.243155253336441	3.868775657209485	3.868775657209485	3.868775657209485	3.868775657209485
LTR8	4.888584562147943	4.396763699579236	4.784117037488685	4.9983430606096055	5.061015422161739	5.103416938450519
LTR8A	3.868775657209485	4.243155253336441	3.868775657209485	3.868775657209485	3.868775657209485	3.868775657209485
LTR8B	4.4219124760750494	3.868775657209485	3.868775657209485	3.868775657209485	3.868775657209485	3.868775657209485
LTR9B	3.868775657209485	3.868775657209485	3.868775657209485	4.253845379092272	3.868775657209485	3.868775657209485
LTR9D	3.868775657209485	3.868775657209485	4.403097828473785	3.868775657209485	3.868775657209485	3.868775657209485
MER11A	5.018675326499745	4.908037862319279	5.092069252711132	4.531865539934313	4.7234579587380905	4.595829997726785
MER11B	3.868775657209485	3.868775657209485	4.521353027728854	4.253845379092272	3.868775657209485	4.3855708145448675
MER11C	4.4219124760750494	4.243155253336441	4.403097828473785	3.868775657209485	4.3669949690551615	3.868775657209485
MER11D	4.955931824691546	4.773492416775608	4.706625911209278	4.411754031264187	4.908285009251411	4.886657168580591
MER34D	4.4219124760750494	3.868775657209485	3.868775657209485	3.868775657209485	3.868775657209485	3.868775657209485
MER41A	3.868775657209485	4.243155253336441	4.403097828473785	4.253845379092272	4.7234579587380905	4.500059007617003
MER41B	3.868775657209485	4.243155253336441	3.868775657209485	3.868775657209485	3.868775657209485	3.868775657209485
MER48	4.261092595337727	3.868775657209485	3.868775657209485	3.868775657209485	3.868775657209485	3.868775657209485
MER4A1	4.544198895635249	4.396763699579236	3.868775657209485	4.632262636350705	4.3669949690551615	4.2351764477080565
MER4A1_LTR	3.868775657209485	3.868775657209485	4.24767172993372	3.868775657209485	4.221940654450629	3.868775657209485
MER4D	3.868775657209485	4.243155253336441	3.868775657209485	3.868775657209485	3.868775657209485	3.868775657209485
MER4D_LTR	3.868775657209485	3.868775657209485	3.868775657209485	4.253845379092272	3.868775657209485	3.868775657209485
MER4D1	3.868775657209485	4.6968507618042254	4.521353027728854	4.411754031264187	3.868775657209485	3.868775657209485
MER4E	4.544198895635249	4.513658813383647	3.868775657209485	4.411754031264187	4.221940654450629	4.3855708145448675
MER4E1	4.815630139074567	5.024814923479662	5.14323923919213	4.411754031264187	4.8510875704800185	4.595829997726785
MER50I	3.868775657209485	3.868775657209485	4.403097828473785	4.253845379092272	4.477478809036822	3.868775657209485
MER51C	4.815630139074567	4.968266468986749	4.85481923793101	4.632262636350705	4.7234579587380905	4.3855708145448675
MER51E	3.868775657209485	4.243155253336441	3.868775657209485	3.868775657209485	3.868775657209485	4.3855708145448675
MER57A1	3.868775657209485	3.868775657209485	4.24767172993372	3.868775657209485	3.868775657209485	4.2351764477080565
MER66_I	3.868775657209485	4.396763699579236	3.868775657209485	3.868775657209485	3.868775657209485	3.868775657209485
MER83BI	3.868775657209485	3.868775657209485	3.868775657209485	3.868775657209485	3.868775657209485	4.2351764477080565
MER83C	3.868775657209485	4.243155253336441	3.868775657209485	3.868775657209485	3.868775657209485	3.868775657209485
MER9	3.868775657209485	3.868775657209485	4.24767172993372	3.868775657209485	4.221940654450629	4.3855708145448675
MER9a1	4.261092595337727	4.396763699579236	4.403097828473785	3.868775657209485	3.868775657209485	3.868775657209485
MER9a2	3.868775657209485	4.396763699579236	4.980985839361607	4.632262636350705	4.477478809036822	4.823283737710024
MER9a3	4.261092595337727	4.396763699579236	4.521353027728854	4.9983430606096055	4.7234579587380905	5.001252806390335
MER9B	4.261092595337727	4.243155253336441	3.868775657209485	4.253845379092272	4.221940654450629	4.2351764477080565
MLT2A1	4.261092595337727	3.868775657209485	3.868775657209485	3.868775657209485	3.868775657209485	4.2351764477080565
MLT2A2	5.133106700488499	4.6968507618042254	4.784117037488685	4.253845379092272	4.477478809036822	4.679564230989012
MST_I	3.868775657209485	4.243155253336441	3.868775657209485	3.868775657209485	3.868775657209485	3.868775657209485
MSTA	3.868775657209485	3.868775657209485	3.868775657209485	3.868775657209485	3.868775657209485	4.3855708145448675
MSTC	3.868775657209485	3.868775657209485	3.868775657209485	4.411754031264187	3.868775657209485	3.868775657209485
PABL_A	4.955931824691546	4.396763699579236	4.403097828473785	4.870365222425467	4.477478809036822	4.945752906096129
PABL_AI	5.329676759606918	5.177114690986026	5.482649436063069	4.936610295189631	5.012807143540335	4.945752906096129
PABL_B	4.261092595337727	3.868775657209485	3.868775657209485	3.868775657209485	3.868775657209485	3.868775657209485
PRIMA4_LTR	3.868775657209485	4.243155253336441	4.24767172993372	4.411754031264187	4.221940654450629	4.2351764477080565
SVA_A	3.868775657209485	3.868775657209485	3.868775657209485	3.868775657209485	4.477478809036822	3.868775657209485
SVA_B	4.4219124760750494	4.611411209481542	4.403097828473785	4.253845379092272	4.477478809036822	4.3855708145448675
SVA_C	4.4219124760750494	3.868775657209485	4.24767172993372	4.632262636350705	3.868775657209485	3.868775657209485
SVA_D	3.868775657209485	3.868775657209485	4.403097828473785	4.253845379092272	3.868775657209485	3.868775657209485
SVA_E	4.4219124760750494	3.868775657209485	4.62022419578804	4.411754031264187	4.3669949690551615	4.500059007617003
SVA_F	4.544198895635249	4.396763699579236	4.24767172993372	4.253845379092272	4.221940654450629	4.2351764477080565
THE1A	3.868775657209485	3.868775657209485	4.521353027728854	4.411754031264187	4.477478809036822	3.868775657209485
THE1B	4.4219124760750494	3.868775657209485	3.868775657209485	3.868775657209485	3.868775657209485	3.868775657209485
THE1C	3.868775657209485	3.868775657209485	3.868775657209485	3.868775657209485	3.868775657209485	4.500059007617003
ENSG00000000003	11.148074179792442	11.103705476499393	11.055267609206334	11.002682772644944	11.078598329578064	11.150044747636468
ENSG00000000419	10.244067767606598	10.251686099773575	10.238030423779964	10.435522053308807	10.467254668827282	10.483923251924821
ENSG00000000457	7.510940721041503	7.5572837458349005	7.524584438765036	8.493885184612198	8.431845344253695	8.365582041500282
ENSG00000000460	9.333599183133416	9.254030336525263	9.244444694062262	9.855210192152999	9.863689212527468	9.907264640774523
ENSG00000000938	3.868775657209485	3.868775657209485	3.868775657209485	4.411754031264187	4.569949114019689	4.823283737710024
ENSG00000000971	10.40540702595841	10.318045021135921	10.356532007098808	8.252246245064795	8.006408846021928	8.155848587715445
ENSG00000001036	12.348480896397994	12.328359184018401	12.311251959989862	11.907299946227441	12.00205195156598	12.026839003317928
ENSG00000001084	10.825746147906015	10.830297398618942	10.78308079532754	10.271664911706766	10.350570247313328	10.421506455398085
ENSG00000001167	10.876680048374322	10.912572124141318	10.897114709451559	9.828872799466556	9.883986479668536	9.762102327527987
ENSG00000001460	7.091165186275575	7.123901144265314	7.055416643248181	6.618203205536184	6.849862960502942	6.5278305052160635
ENSG00000001461	9.36487037192181	9.272621076528267	9.321919825158828	9.064852585339745	8.901944407702894	8.999869674780351
